Id,SalePrice
1461,125225.83
1462,156955.17
1463,190642.9
1464,193836.52
1465,188728.47
1466,173076.36
1467,174286.31
1468,163921.67
1469,181573.02
1470,127667.805
1471,201178.42
1472,93417.305
1473,95085.8
1474,149107.27
1475,116679.46
1476,371850.88
1477,254607.95
1478,278832.2
1479,254478.81
1480,479895.03
1481,328858.06
1482,205357.31
1483,168459.64
1484,163340.53
1485,177118.06
1486,198738.5
1487,335187.53
1488,239734.69
1489,199884.3
1490,221609.67
1491,193928.22
1492,96925.79
1493,176380.95
1494,291086.03
1495,289899.22
1496,234376.95
1497,187757.97
1498,163956.06
1499,156916.11
1500,150137.2
1501,173209.11
1502,148774.03
1503,310548.47
1504,241305.92
1505,221161.23
1506,190600.9
1507,241690.08
1508,209445.97
1509,163827.9
1510,145368.44
1511,144292.77
1512,180976.94
1513,138542.58
1514,148421.88
1515,190005.27
1516,153151.27
1517,155924.86
1518,140811.3
1519,220997.84
1520,134004.52
1521,133237.89
1522,170060.9
1523,112729.21
1524,125311.61
1525,120956.82
1526,121659.86
1527,105310.625
1528,127755.5
1529,145692.1
1530,167225.2
1531,111970.516
1532,101397.234
1533,146180.33
1534,119759.53
1535,146496.84
1536,108052.97
1537,66347.734
1538,164686.48
1539,186251.36
1540,105374.62
1541,142278.2
1542,140118.34
1543,217847.52
1544,81074.48
1545,111001.83
1546,129703.016
1547,134233.47
1548,132981.6
1549,110735.695
1550,138861.36
1551,114418.85
1552,132820.88
1553,141353.8
1554,113608.05
1555,171743.88
1556,90488.336
1557,105399.05
1558,94487.74
1559,78096.63
1560,138182.61
1561,138375.02
1562,131305.66
1563,118132.89
1564,158834.84
1565,142699.58
1566,243569.4
1567,76001.055
1568,220301.53
1569,143938.17
1570,139676.33
1571,119060.77
1572,151415.5
1573,249251.34
1574,111593.14
1575,221034.94
1576,238470.05
1577,193231.86
1578,137043.47
1579,148035.11
1580,201699.61
1581,152268.42
1582,131181.86
1583,331699.78
1584,227101.81
1585,141678.78
1586,69324.984
1587,97029.28
1588,146595.8
1589,101902.88
1590,133386.0
1591,97312.29
1592,114571.39
1593,126304.31
1594,127767.07
1595,113323.45
1596,232009.4
1597,179274.77
1598,203812.47
1599,179615.16
1600,175649.75
1601,65222.07
1602,113545.01
1603,76761.45
1604,266325.0
1605,244517.81
1606,169458.33
1607,168372.27
1608,214210.9
1609,189197.56
1610,152573.39
1611,139734.02
1612,165850.12
1613,162279.12
1614,128630.34
1615,86248.78
1616,74527.86
1617,88696.766
1618,123376.01
1619,138904.4
1620,171443.75
1621,135072.66
1622,142035.39
1623,266967.84
1624,209944.73
1625,125574.8
1626,162592.67
1627,192394.28
1628,273689.53
1629,180239.92
1630,343015.88
1631,220741.08
1632,240488.97
1633,169097.53
1634,192545.9
1635,174841.86
1636,152672.5
1637,194142.69
1638,192784.77
1639,183120.02
1640,267002.47
1641,174175.83
1642,226830.61
1643,226273.83
1644,236251.02
1645,205027.78
1646,158151.05
1647,155917.72
1648,134751.9
1649,140246.67
1650,115363.44
1651,121468.22
1652,98728.95
1653,99774.016
1654,147654.56
1655,152227.77
1656,143610.19
1657,148408.16
1658,149048.4
1659,127422.95
1660,158865.61
1661,464085.88
1662,412272.78
1663,394752.0
1664,453762.25
1665,305494.56
1666,310330.56
1667,371679.62
1668,341130.94
1669,297569.78
1670,356545.4
1671,249145.83
1672,427265.28
1673,295664.34
1674,248698.34
1675,180535.47
1676,188751.33
1677,219236.2
1678,448885.25
1679,370902.75
1680,352619.47
1681,246623.69
1682,300233.88
1683,170471.89
1684,176016.31
1685,171512.94
1686,168143.12
1687,165690.3
1688,196344.47
1689,195101.16
1690,191793.95
1691,177436.42
1692,264593.38
1693,162801.83
1694,177706.86
1695,166030.7
1696,271182.34
1697,171403.05
1698,361485.25
1699,319808.9
1700,244524.11
1701,267824.2
1702,259610.58
1703,268442.5
1704,286000.38
1705,231530.2
1706,410346.03
1707,215262.3
1708,197826.48
1709,279245.72
1710,226794.48
1711,260787.53
1712,263833.44
1713,270688.8
1714,224862.86
1715,203652.56
1716,180114.48
1717,172682.81
1718,131118.7
1719,199150.4
1720,246242.72
1721,165536.78
1722,122510.836
1723,155341.84
1724,208339.53
1725,239537.9
1726,186292.56
1727,157861.28
1728,185964.53
1729,162780.1
1730,155027.2
1731,119212.12
1732,128785.375
1733,119368.766
1734,122094.56
1735,138775.72
1736,118209.86
1737,311862.66
1738,219762.88
1739,276282.1
1740,220430.56
1741,194664.03
1742,169453.97
1743,175470.27
1744,297961.94
1745,210037.25
1746,192855.75
1747,218410.44
1748,222080.2
1749,155573.28
1750,130972.85
1751,241140.28
1752,124247.88
1753,149337.95
1754,199733.19
1755,170938.95
1756,127512.18
1757,119417.27
1758,148053.19
1759,163172.55
1760,164986.42
1761,138590.16
1762,179967.5
1763,167977.4
1764,119832.08
1765,165707.53
1766,177820.78
1767,217338.7
1768,144787.62
1769,173603.53
1770,147554.2
1771,130346.83
1772,132910.47
1773,128797.78
1774,142738.52
1775,137045.56
1776,126048.25
1777,113291.9
1778,139622.66
1779,117365.695
1780,174585.6
1781,132441.55
1782,87960.54
1783,139545.98
1784,100781.11
1785,116861.2
1786,133443.39
1787,163668.14
1788,59560.855
1789,101701.52
1790,81986.125
1791,202968.31
1792,153076.2
1793,133512.89
1794,143417.22
1795,125767.76
1796,120084.79
1797,118563.24
1798,124951.81
1799,108984.18
1800,126366.84
1801,127964.74
1802,128331.87
1803,149443.8
1804,142039.6
1805,140323.73
1806,116581.69
1807,127922.65
1808,117546.26
1809,121678.08
1810,142820.48
1811,101361.46
1812,98837.195
1813,124100.56
1814,91760.14
1815,56046.453
1816,98083.94
1817,107959.03
1818,138954.89
1819,122142.66
1820,59286.566
1821,112385.6
1822,140716.8
1823,48507.676
1824,139422.67
1825,132685.03
1826,100112.375
1827,105355.63
1828,139410.44
1829,119463.06
1830,144259.47
1831,151005.95
1832,101502.11
1833,144776.3
1834,122094.68
1835,132531.52
1836,128348.875
1837,93389.95
1838,124262.22
1839,92461.57
1840,155983.75
1841,139718.03
1842,89854.99
1843,138024.03
1844,134071.23
1845,138754.14
1846,152500.06
1847,166986.0
1848,58358.12
1849,107171.62
1850,123123.06
1851,155683.25
1852,128381.44
1853,138671.86
1854,175885.94
1855,145265.06
1856,221324.12
1857,150439.33
1858,134981.36
1859,117382.375
1860,147044.0
1861,117040.32
1862,307233.6
1863,303794.97
1864,303794.97
1865,342617.34
1866,334928.72
1867,240881.25
1868,304559.06
1869,206887.23
1870,235685.05
1871,242072.08
1872,174243.11
1873,232836.84
1874,154024.97
1875,212696.19
1876,191532.22
1877,207992.9
1878,199622.16
1879,132972.84
1880,140105.11
1881,242070.22
1882,258542.48
1883,194167.12
1884,204362.5
1885,248974.33
1886,298611.97
1887,200362.95
1888,279666.0
1889,160879.66
1890,128995.07
1891,133919.81
1892,106006.7
1893,131506.4
1894,130538.91
1895,135568.22
1896,120453.31
1897,117231.79
1898,107802.85
1899,148467.03
1900,144040.61
1901,172708.34
1902,133417.94
1903,211031.52
1904,134536.17
1905,198774.89
1906,171932.17
1907,203004.9
1908,106886.23
1909,138555.53
1910,122539.82
1911,211235.89
1912,296561.5
1913,134891.8
1914,57405.383
1915,306380.97
1916,64711.668
1917,264956.5
1918,140154.69
1919,169277.6
1920,152349.61
1921,409324.34
1922,332775.16
1923,206685.11
1924,228490.22
1925,198606.83
1926,407528.72
1927,134649.39
1928,150489.27
1929,121131.59
1930,132160.31
1931,145890.64
1932,137067.27
1933,179893.72
1934,187086.81
1935,171100.42
1936,187401.1
1937,182457.42
1938,170863.81
1939,241803.05
1940,189834.47
1941,177089.86
