Id,SalePrice
1461,126214.1396946311
1462,158511.60163275342
1463,187777.69145605472
1464,193033.98441480205
1465,184402.44225503606
1466,180073.16095873681
1467,173565.43922616856
1468,176390.73127759795
1469,183751.13394412774
1470,124708.090371014
1471,201825.78943748423
1472,92639.53563405783
1473,98543.09542211874
1474,148711.58357131106
1475,123457.12187167387
1476,348337.00469715206
1477,253742.6339479466
1478,283800.24085841735
1479,270701.2892479519
1480,469748.630534244
1481,322514.44406008435
1482,204205.96777705653
1483,180285.819600852
1484,162910.44041172537
1485,176417.17053475406
1486,195061.28785963095
1487,335654.2898353056
1488,230229.70726609396
1489,199971.0413294992
1490,223303.46391420727
1491,187021.0217439612
1492,89304.68737840428
1493,175448.60580150437
1494,287674.5230446271
1495,285410.2611859613
1496,234320.1616123395
1497,180051.07237054675
1498,156759.3408784328
1499,157063.644773714
1500,156338.7515139078
1501,177365.17466546065
1502,150051.6361473951
1503,298646.0952836717
1504,237285.14407879298
1505,226987.56747309616
1506,186950.98603872547
1507,239316.33322921424
1508,193883.7430949531
1509,164997.88361694128
1510,152191.05496596097
1511,145273.03826675916
1512,164681.04065411768
1513,143409.88213357437
1514,163381.04546172527
1515,188350.22237261868
1516,152312.0817105462
1517,157948.9566906514
1518,121345.4395780114
1519,222701.18745814174
1520,137896.83620647568
1521,136052.0617452759
1522,165915.02715391727
1523,114352.3025727054
1524,126216.03387460481
1525,124656.02683567119
1526,121315.01617870184
1527,99513.70460932046
1528,136388.21757529955
1529,144970.366526379
1530,172306.16424226298
1531,109957.24333809329
1532,102738.41334558306
1533,145000.69127526516
1534,118924.23668921723
1535,157862.2664994787
1536,114382.56131911889
1537,66403.44924910381
1538,155182.33591654414
1539,194900.25528893812
1540,100634.09419452444
1541,144417.18590637814
1542,144418.41042553243
1543,216235.64042605233
1544,81254.12170460171
1545,106691.57414978305
1546,128968.44700290465
1547,136671.08392320876
1548,131573.31938143342
1549,108730.76274411328
1550,134327.8574095402
1551,117747.41554979759
1552,120103.82613880212
1553,143269.20593392538
1554,108531.35479066132
1555,173593.10331647727
1556,95047.75743030795
1557,115632.47132465689
1558,86749.49957154888
1559,101344.6049456748
1560,144937.42861439087
1561,141696.06259544537
1562,128997.34310484267
1563,121888.20816425752
1564,152106.10700619928
1565,145647.06630787917
1566,235570.98032719048
1567,68085.4558303987
1568,220830.7200705579
1569,136824.73844358887
1570,141311.20131348787
1571,120968.82772042569
1572,147352.66326530653
1573,239778.98770509407
1574,115423.6659486456
1575,217215.3004645646
1576,222340.7155432962
1577,190113.43423102782
1578,140823.40987736412
1579,151271.6943393219
1580,194772.67956705665
1581,143768.65320166032
1582,132935.4359387864
1583,336121.63410030206
1584,233310.02677521016
1585,143217.42887247476
1586,71378.96296400616
1587,97328.65791099812
1588,145106.3529396782
1589,98066.61251155216
1590,133367.78846073808
1591,96355.46071943306
1592,127427.63378542662
1593,125118.47963384437
1594,134155.42400805792
1595,122840.1489022805
1596,245436.67117265263
1597,185006.25626906802
1598,193903.57896408107
1599,166517.17692517658
1600,170214.78438025096
1601,68423.87658006835
1602,109583.71215444704
1603,85917.65506020811
1604,282389.1943625618
1605,247360.62856161976
1606,171962.43435265694
1607,168506.02215258213
1608,215081.64761647937
1609,183778.58723612383
1610,162539.95076982625
1611,143035.7208978086
1612,169175.0304618325
1613,171759.6831689666
1614,126525.94389823085
1615,85483.36309695343
1616,76392.81281264742
1617,89320.03052683063
1618,127579.72243321291
1619,138736.87694695164
1620,165245.06102193537
1621,141715.09107308686
1622,139124.9308360732
1623,273292.78217138234
1624,213554.34465184875
1625,124114.1180494911
1626,159789.32514093368
1627,189681.04506856677
1628,262551.252869147
1629,174953.24584575198
1630,349603.6173980385
1631,208212.0506834293
1632,240789.7366513353
1633,168283.39177768354
1634,187089.80619563072
1635,182037.3718022589
1636,159788.57185463683
1637,194308.66518102444
1638,197759.0874093113
1639,183940.74147760478
1640,254184.20847669133
1641,179673.21854171297
1642,220270.05284637908
1643,218214.1660883001
1644,225631.37944149907
1645,185176.61149863878
1646,155726.08538238198
1647,153613.00272569022
1648,134900.40673717568
1649,144107.858782421
1650,120533.33098872397
1651,119777.8091499519
1652,93365.01604088965
1653,95502.6643668977
1654,148672.1241464764
1655,143937.88079449694
1656,144560.3172095613
1657,153612.3225425236
1658,147619.02184868275
1659,133092.1907381912
1660,150013.0175382141
1661,478312.6778507137
1662,399882.43482770986
1663,391985.48636623356
1664,451635.9760944559
1665,311849.6068779085
1666,318094.1385384051
1667,375132.9637873479
1668,341312.81370087346
1669,291798.0661364468
1670,350005.9753732107
1671,276156.2148166583
1672,437576.0751235479
1673,301374.1204413822
1674,247611.43379372242
1675,191903.91261617115
1676,190629.53966699852
1677,222798.6050673618
1678,453732.58919762744
1679,389667.3159475238
1680,331628.4101419863
1681,240107.95914885483
1682,301059.5706107016
1683,180229.19854848183
1684,170785.20168790006
1685,172854.0789037165
1686,168902.98573298604
1687,168078.72375154443
1688,187530.53823557735
1689,187914.78438059668
1690,188733.6762535399
1691,178873.13687530748
1692,249376.3642369184
1693,169429.35156003112
1694,185438.55356476226
1695,166851.28146653823
1696,280308.75812649785
1697,170782.31633916547
1698,383374.6064903716
1699,330021.44567035924
1700,245492.49974207705
1701,260107.9270245729
1702,262794.7888237045
1703,254872.2021163119
1704,305266.9271939491
1705,213259.19705105104
1706,414703.53571095807
1707,213654.35678196268
1708,215125.30541318134
1709,278579.2980364604
1710,225257.3714988194
1711,250887.26478775428
1712,264295.48451308726
1713,277763.8544640391
1714,225793.39675875532
1715,202174.31854332215
1716,181319.4509297212
1717,171349.44977054573
1718,133217.67726147152
1719,193697.4662978754
1720,232638.09828621102
1721,161339.0681271319
1722,125741.68756479776
1723,161314.5992093888
1724,204640.28481284174
1725,230884.80014108372
1726,188899.00435048772
1727,159892.76362606703
1728,179577.7558412807
1729,165731.48488579562
1730,154418.8401809702
1731,118433.38693903865
1732,129972.51094599662
1733,113018.00285401315
1734,124363.46118106626
1735,135724.93192943124
1736,118373.937139346
1737,330911.3203770539
1738,223937.7984775081
1739,323687.33308257296
1740,228269.1221186069
1741,190388.1132599564
1742,173293.04853239167
1743,174337.1712098699
1744,289160.64982277574
1745,216121.69396830237
1746,189400.75987462935
1747,209874.37632909458
1748,223784.6362372721
1749,156391.26503947514
1750,138807.21939803555
1751,232640.49573820332
1752,123892.1597423974
1753,140494.61746512825
1754,193985.0029113762
1755,169351.36740983787
1756,126831.33435250902
1757,119420.11730525237
1758,143804.63371191346
1759,163809.61086147334
1760,162670.66028179126
1761,150871.4388208225
1762,178709.45330684623
1763,164879.43107813539
1764,114175.38991765451
1765,166381.8004823337
1766,176336.08972884505
1767,223594.25708117548
1768,142326.5130511026
1769,168595.11424179698
1770,145257.2134053253
1771,132633.08115542424
1772,137084.40792069514
1773,134437.50692771122
1774,132684.2627428714
1775,134680.10701742515
1776,121585.23098759206
1777,117496.15447518506
1778,130492.8567128783
1779,113925.02208314856
1780,176884.07217782436
1781,128813.58992534547
1782,91329.33910004138
1783,145415.97522857029
1784,91192.8107003865
1785,110213.94406448037
1786,128515.66608889918
1787,157841.3189877994
1788,62229.085123868645
1789,87566.6843035499
1790,74484.23843554263
1791,181971.39897092996
1792,160011.07430143413
1793,134393.8536803638
1794,144163.15803158033
1795,135090.86053710434
1796,112921.37594808251
1797,117646.99108063421
1798,122727.40582009408
1799,109787.72862097254
1800,130883.25169804099
1801,132130.0360184204
1802,129833.72317821403
1803,144121.21932880295
1804,145407.62683368323
1805,136488.4397695006
1806,114249.73642764532
1807,123114.02139112429
1808,117379.08641659765
1809,118743.43877475357
1810,140426.20732181624
1811,101143.62132086523
1812,96488.33297341912
1813,121498.51193341217
1814,85521.31091035578
1815,58328.5494169391
1816,95337.06082747912
1817,110284.69921407408
1818,150318.32824518482
1819,116096.90917164678
1820,65593.96040449572
1821,100337.2705474401
1822,139823.5638977685
1823,53138.658720185675
1824,135292.54149888316
1825,131515.25491854377
1826,103992.56149617965
1827,112507.67669154609
1828,132852.8161731595
1829,113994.86646325042
1830,136481.5517612588
1831,152357.97503902484
1832,101101.96640793217
1833,141352.52700127152
1834,121905.58609230748
1835,141741.46325945703
1836,123526.89831232796
1837,93790.32658489747
1838,126555.56041349843
1839,81582.53286287346
1840,155470.282310531
1841,144047.65898932732
1842,85585.92306266513
1843,139229.88283376253
1844,133904.7920150385
1845,139827.12141775546
1846,152625.91846125945
1847,167663.18223754657
1848,56858.306795607954
1849,104327.32887153879
1850,115999.14436611137
1851,146439.48529604523
1852,122864.89294740955
1853,137600.8263337144
1854,169225.08897105497
1855,150036.82612416436
1856,219140.61949737289
1857,145332.29463903056
1858,142033.9386581213
1859,119748.50659683398
1860,159064.3082512533
1861,119604.4457696941
1862,283248.08004432404
1863,277770.7876194661
1864,277770.7876194661
1865,316987.2080491916
1866,352762.57248506136
1867,241171.16341064993
1868,306615.80436059483
1869,210889.34891428816
1870,237044.98925747589
1871,235033.51761802868
1872,171538.5683640645
1873,232234.8805719042
1874,142259.81068635482
1875,204787.71297578688
1876,197017.70927569506
1877,214960.62953359893
1878,207787.5980648415
1879,129916.915041578
1880,137522.65022583783
1881,245318.52750759406
1882,247928.82801003353
1883,193560.22230897832
1884,209442.48282443182
1885,241394.07850315454
1886,284901.48980666697
1887,202173.49864669447
1888,276086.87066957273
1889,162268.86228373705
1890,131290.62997079652
1891,139723.5300523209
1892,108443.98498574921
1893,129762.01459281803
1894,122975.23505548008
1895,139335.34475194404
1896,121203.81216798251
1897,116203.26913255612
1898,109326.30424102543
1899,143360.62889526857
1900,141510.8447510395
1901,173607.19274106348
1902,143897.65195032675
1903,217416.18270780315
1904,142161.6468893261
1905,194241.34218226554
1906,183788.02964839406
1907,202643.84882501987
1908,109487.23212150454
1909,141173.5929724262
1910,125111.21912250263
1911,202168.0775592717
1912,300822.9850738703
1913,145414.96787980996
1914,62287.45204987539
1915,300025.01891250967
1916,64609.57994808637
1917,247803.30773854392
1918,141833.58723400263
1919,168587.6786977726
1920,164259.9074801573
1921,408552.36851910775
1922,321012.6316356049
1923,215299.2437626843
1924,227874.21071015153
1925,211978.04811600188
1926,376707.5112036872
1927,133468.58137835233
1928,158264.9349688932
1929,126925.36373302531
1930,129821.24672321149
1931,144760.18728222404
1932,144760.1904037955
1933,169484.89583935414
1934,183646.007572028
1935,180105.44482783205
1936,186722.90022644828
1937,184261.0069179126
1938,172747.3650086963
1939,237489.72570420726
1940,182361.99461146415
1941,176852.67207542414
1942,189523.75607654895
1943,195325.8207344997
1944,320896.6727541016
1945,365385.0187379809
1946,158903.8259271434
1947,329008.21461497655
1948,181350.65513655648
1949,239260.10829208375
1950,179340.51671683294
1951,259931.61391194994
1952,219010.48221334125
1953,166218.9686338359
1954,183624.22875211414
1955,138548.89605137613
1956,325677.79934449657
1957,154881.03126322915
1958,297709.0294719891
1959,141944.48026644805
1960,115595.08541263004
1961,122509.635162402
1962,94874.91631629849
1963,98293.70777366323
1964,108928.42264001562
1965,142929.37315191995
1966,139319.9626773037
1967,284738.1869380371
1968,413269.91799782607
1969,397140.2195965023
1970,455542.0937212462
1971,459617.837921595
1972,367081.86616201594
1973,263357.8153408962
1974,308234.16459144093
1975,430664.53528496326
1976,268893.0179300194
1977,385391.8708460865
1978,367363.0224206298
1979,347810.67028891825
1980,196823.7807384436
1981,344623.98905080446
1982,229615.10386505566
1983,206219.81919006843
1984,165978.14320795183
1985,223288.9638153064
1986,218684.44388491235
1987,171928.05294548755
1988,179458.39184438632
1989,190992.82277414293
